,Users,Movie,Rating
8207,1642,Trolls,4.5
8208,1642,Now You See Me 2,2.1
8209,1642,Fury,9.8
8210,1643,Star Trek,3.3
8211,1643,Koe no katachi,5.3
8212,1643,Forushande,5.7
8213,1643,Lawless,7.8
8214,1643,Shame,3
8215,1644,Point Break,9.1
8216,1644,Lucky Number Slevin,4.8
8217,1644,Shin Gojira,6.3
8218,1644,Jason Bourne,6
8219,1644,Snow White and the Huntsman,9.4
8220,1645,The Blackcoat's Daughter,5.1
8221,1645,Legend,3.7
8222,1645,The House Bunny,9.2
8223,1645,The Exception,5.9
8224,1645,I Am Number Four,6.9
8225,1646,Taare Zameen Par,5.4
8226,1646,The Stanford Prison Experiment,3.4
8227,1646,The Counselor,2.6
8228,1646,Looper,7.8
8229,1646,Viking,5.3
8230,1647,The Black Room,2.4
8231,1647,Looper,4
8232,1647,The Lone Ranger,9
8233,1647,Everybody Wants Some!!,5.7
8234,1647,The Incredible Hulk,9.3
8235,1648,Monsters University,2
8236,1648,Fifty Shades of Grey,8.5
8237,1648,War on Everyone,6.9
8238,1648,Quantum of Solace,8
8239,1648,Miss Peregrine's Home for Peculiar Children,3.8
8240,1649,If I Stay,9.9
8241,1649,Monster Trucks,4
8242,1649,Unbroken,6.9
8243,1649,King Cobra,4.1
8244,1649,Fast & Furious,5.7
8245,1650,She's Out of My League,9.8
8246,1650,Demolition,8.7
8247,1650,London Has Fallen,9.4
8248,1650,Twin Peaks: The Missing Pieces,8.2
8249,1650,Monster Trucks,5.9
8250,1651,Zodiac,6.1
8251,1651,The Hills Have Eyes,8.6
8252,1651,Minions,3.8
8253,1651,Free Fire,6.3
8254,1651,World War Z,9.2
8255,1652,Elle,5.5
8256,1652,Jack Reacher,2.8
8257,1652,Friend Request,2
8258,1652,3 Days to Kill,9.9
8259,1652,The Hollars,3.2
8260,1653,The Autopsy of Jane Doe,9.5
8261,1653,Mama,4.8
8262,1653,The Internship,6
8263,1653,The Adjustment Bureau,5.8
8264,1653,Zero Dark Thirty,4.2
8265,1654,A Million Ways to Die in the West,5.5
8266,1654,The Dictator,5.6
8267,1654,Kick-Ass 2,9.1
8268,1654,127 Hours,3.1
8269,1654,Mad Max: Fury Road,8.8
8270,1655,The Last Airbender,7.2
8271,1655,Grimsby,8
8272,1655,The Girl on the Train,6.8
8273,1655,Colonia,8.6
8274,1655,The Mist,6.8
8275,1656,Search Party,3.9
8276,1656,Inside Man,9.1
8277,1656,Rogue One,4.3
8278,1656,Live Free or Die Hard,8.7
8279,1656,Concussion,8.6
8280,1657,L'odyssée,7
8281,1657,Funny Games,6.4
8282,1657,The Man Who Knew Infinity,5
8283,1657,Café Society,9.4
8284,1657,Ghost Rider,3.1
8285,1658,Unfriended,3.5
8286,1658,Get Hard,8.6
8287,1658,Escape Plan,5.2
8288,1658,Zoolander 2,8.8
8289,1658,In Dubious Battle,7.3
8290,1659,Their Finest,3.5
8291,1659,Captain Phillips,6.6
8292,1659,The Incredible Hulk,6
8293,1659,The Man from U.N.C.L.E.,2.6
8294,1659,The Danish Girl,8.7
8295,1660,Turbo Kid,9.3
8296,1660,Horrible Bosses,8.7
8297,1660,A Street Cat Named Bob,2.3
8298,1660,Live Free or Die Hard,7.6
8299,1660,The Family,2.9
8300,1661,We Need to Talk About Kevin,6.5
8301,1661,Black Mass,5.8
8302,1661,Night at the Museum: Secret of the Tomb,4.2
8303,1661,True Grit,8.3
8304,1661,Sunshine,4.9
8305,1662,The BFG,3.6
8306,1662,Snow White and the Huntsman,5
8307,1662,Need for Speed,5.8
8308,1662,Rise of the Planet of the Apes,5.3
8309,1662,Mission: Impossible III,7.1
8310,1663,The Belko Experiment,8.2
8311,1663,Bahubali: The Beginning,5.8
8312,1663,Hunger,3.6
8313,1663,Savages,4
8314,1663,3 Days to Kill,5.9
8315,1664,Hanna,9.6
8316,1664,Skyfall,8.6
8317,1664,Colossal,9.6
8318,1664,Gran Torino,5.7
8319,1664,Exposed,7.2
8320,1665,Mr. Church,7.7
8321,1665,Perfume: The Story of a Murderer,4.2
8322,1665,Disturbia,3
8323,1665,Annie,7
8324,1665,High-Rise,2.2
8325,1666,Fool's Gold,2
8326,1666,Gone Baby Gone,6.7
8327,1666,Brave,7.8
8328,1666,Midnight in Paris,7.6
8329,1666,Hostel: Part II,5.1
8330,1667,The Exception,2.9
8331,1667,Regression,7.7
8332,1667,Central Intelligence,2.4
8333,1667,Slumdog Millionaire,6
8334,1667,The Bourne Legacy,4
8335,1668,The Lost City of Z,6.7
8336,1668,17 Again,9.2
8337,1668,Conan the Barbarian,5.3
8338,1668,Love & Other Drugs,6.7
8339,1668,Sing Street,2.9
8340,1669,Captain America: The Winter Soldier,8.3
8341,1669,Limitless,3
8342,1669,Carrie,4.5
8343,1669,Lights Out,7.4
8344,1669,He's Just Not That Into You,8.1
8345,1670,Colossal,8.4
8346,1670,Jumper,5.2
8347,1670,The Sea of Trees,6.7
8348,1670,Crawlspace,8.8
8349,1670,The Amazing Spider-Man 2,4.9
8350,1671,Ted,6.5
8351,1671,Alice Through the Looking Glass,9.5
8352,1671,The Twilight Saga: Breaking Dawn - Part 1,2
8353,1671,The Break-Up,3.5
8354,1671,The imposible,4.9
8355,1672,Friends with Benefits,5.5
8356,1672,Antichrist,7.2
8357,1672,The Love Witch,9.5
8358,1672,Star Trek Into Darkness,9.2
8359,1672,Hounds of Love,2.1
8360,1673,Zodiac,3
8361,1673,Whiplash,3.3
8362,1673,A Million Ways to Die in the West,7.1
8363,1673,Love & Other Drugs,6.8
8364,1673,Sherlock Holmes,5.7
8365,1674,Minions,4.7
8366,1674,Wakefield,4.5
8367,1674,Life as We Know It,2.6
8368,1674,Transcendence,6.3
8369,1674,Indiana Jones and the Kingdom of the Crystal Skull,3.5
8370,1675,The Dictator,4
8371,1675,Rocky Balboa,8.3
8372,1675,The Last Airbender,3.6
8373,1675,Jack Reacher,6.3
8374,1675,Twilight,9.5
8375,1676,Monsters University,5.6
8376,1676,Seven Psychopaths,8.5
8377,1676,The Last Face,2.3
8378,1676,Chalk It Up,3.5
8379,1676,Les Misérables,5.3
8380,1677,Hacker,7.7
8381,1677,The Expendables 2,4.7
8382,1677,Dark Shadows,9
8383,1677,Australia,9.4
8384,1677,21 Jump Street,9.7
8385,1678,Men in Black 3,8.9
8386,1678,The Lone Ranger,9.1
8387,1678,A Cure for Wellness,8.5
8388,1678,Inside Man,2.4
8389,1678,Final Destination 5,5.7
8390,1679,2307: Winter's Dream,3.2
8391,1679,The Interview,7.2
8392,1679,Kingsman: The Secret Service,7.1
8393,1679,300,5.7
8394,1679,The Do-Over,9.6
8395,1680,A Walk Among the Tombstones,8.9
8396,1680,If I Stay,2.3
8397,1680,Café Society,7.7
8398,1680,The Invitation,3.8
8399,1680,Nymphomaniac: Vol. I,3.5
8400,1681,Lone Survivor,9.2
8401,1681,All Good Things,7.5
8402,1681,Bahubali: The Beginning,4.7
8403,1681,Star Trek,9.4
8404,1681,The Place Beyond the Pines,5.9
8405,1682,Dear Zindagi,3.8
8406,1682,The Adjustment Bureau,9.7
8407,1682,Into the Woods,2
8408,1682,The Midnight Meat Train,6.5
8409,1682,The Invitation,6.1
8410,1683,Carrie,3.2
8411,1683,Sleeping Beauty,4.3
8412,1683,Inside Out,3.7
8413,1683,Mission: Impossible - Rogue Nation,2.1
8414,1683,Cars,2.1
8415,1684,Harry Potter and the Deathly Hallows: Part 2,3.4
8416,1684,The Interview,5.6
8417,1684,A Good Year,5.1
8418,1684,Spider-Man 3,3.9
8419,1684,Crawlspace,2.3
8420,1685,Into the Woods,3.9
8421,1685,Super,5.6
8422,1685,Batman v Superman: Dawn of Justice,6.3
8423,1685,Spectral,3.5
8424,1685,Let's Be Cops,3.2
8425,1686,X-Men: Days of Future Past,5.3
8426,1686,The Spectacular Now,2.3
8427,1686,John Carter,4.4
8428,1686,Transformers: Age of Extinction,7.3
8429,1686,Koe no katachi,7.2
8430,1687,21,5.1
8431,1687,No Escape,8.5
8432,1687,The Judge,8.9
8433,1687,2307: Winter's Dream,4.4
8434,1687,Perfume: The Story of a Murderer,9.2
8435,1688,The First Time,4.7
8436,1688,The Amazing Spider-Man,5
8437,1688,San Andreas,7.2
8438,1688,The Sea of Trees,7.5
8439,1688,Keeping Up with the Joneses,2.1
8440,1689,Vincent N Roxxy,6
8441,1689,True Grit,2.5
8442,1689,Everybody Wants Some!!,8.9
8443,1689,Sinister,3.5
8444,1689,A Walk Among the Tombstones,7.9
8445,1690,Patriots Day,6.4
8446,1690,Pixels,3
8447,1690,Dark Places,4.4
8448,1690,The Jungle Book,9
8449,1690,Transformers,2.2
8450,1691,Fool's Gold,3.7
8451,1691,City of Tiny Lights,5.5
8452,1691,Ice Age: Collision Course,8.4
8453,1691,Pirates of the Caribbean: At World's End,2.7
8454,1691,Friends with Benefits,3.8
8455,1692,The Judge,2.1
8456,1692,PK,5.5
8457,1692,Sinister,2.6
8458,1692,The Daughter,2.8
8459,1692,The Last Airbender,8.9
8460,1693,Nocturnal Animals,4.3
8461,1693,You Don't Mess with the Zohan,7.8
8462,1693,Lída Baarová,6
8463,1693,A Bigger Splash,7.8
8464,1693,Genius,7.7
8465,1694,Love,3.9
8466,1694,Sherlock Holmes: A Game of Shadows,6
8467,1694,Harry Potter and the Deathly Hallows: Part 1,7.5
8468,1694,Sicario,3.9
8469,1694,The Fast and the Furious: Tokyo Drift,6.1
8470,1695,American Reunion,2
8471,1695,Footloose,9.1
8472,1695,Scream 4,9.3
8473,1695,The Amazing Spider-Man 2,3.3
8474,1695,Melancholia,7.1
8475,1696,Ted 2,2.4
8476,1696,American Wrestler: The Wizard,4.2
8477,1696,Lady in the Water,4.3
8478,1696,Nymphomaniac: Vol. I,7.1
8479,1696,Sisters,8.7
8480,1697,The Dark Knight,5.4
8481,1697,Assassin's Creed,9.5
8482,1697,Jurassic World,3.3
8483,1697,Friday the 13th,9.4
8484,1697,The Hunger Games,5.4
8485,1698,Anna Karenina,8.1
8486,1698,Manchester by the Sea,9.6
8487,1698,Free State of Jones,2.6
8488,1698,Exposed,8.1
8489,1698,Rescue Dawn,6.1
8490,1699,Step Brothers,2.7
8491,1699,Imperium,9.3
8492,1699,Pan,7.2
8493,1699,Source Code,3.6
8494,1699,Megamind,4.5
8495,1700,Exposed,7.2
8496,1700,Lone Survivor,8.4
8497,1700,Hot Fuzz,5
8498,1700,The Hunger Games: Mockingjay - Part 2,6.6
8499,1700,Morgan,6.4
8500,1701,Busanhaeng,7.9
8501,1701,Now You See Me 2,3.4
8502,1701,Wreck-It Ralph,9.6
8503,1701,Gran Torino,5.9
8504,1701,Watchmen,9.8
8505,1702,Everest,9.1
8506,1702,The Assignment,8
8507,1702,The Curious Case of Benjamin Button,9
8508,1702,Search Party,2.8
8509,1702,We Need to Talk About Kevin,5.5
8510,1703,Mother's Day,4.7
8511,1703,Boyhood,9.2
8512,1703,Death Proof,6.5
8513,1703,Moneyball,7.1
8514,1703,John Carter,3.1
8515,1704,Genius,8.2
8516,1704,Beyond the Gates,2.4
8517,1704,The Stakelander,3.6
8518,1704,Hardcore Henry,2.8
8519,1704,Assassin's Creed,3.8
8520,1705,Thor,8.5
8521,1705,The Sea of Trees,4
8522,1705,I.T.,3.1
8523,1705,Bacalaureat,3.3
8524,1705,Megan Is Missing,8.2
8525,1706,Changeling,8.7
8526,1706,Srpski film,2
8527,1706,Ratatouille,4.7
8528,1706,Enemy,6.1
8529,1706,The Lucky One,2
8530,1707,Riddick,5.4
8531,1707,Frozen,9
8532,1707,Kickboxer: Vengeance,4
8533,1707,The Butler,4.7
8534,1707,Folk Hero & Funny Guy,9
8535,1708,Precious,5.6
8536,1708,The Hunger Games: Mockingjay - Part 2,8
8537,1708,Hanna,8.3
8538,1708,The Ghost Writer,9.6
8539,1708,Straight Outta Compton,5.3
8540,1709,Blair Witch,8
8541,1709,War Dogs,2.8
8542,1709,John Wick,5.1
8543,1709,Lída Baarová,4.6
8544,1709,Beautiful Creatures,8.8
8545,1710,Dirty Grandpa,9.9
8546,1710,Megan Is Missing,7.5
8547,1710,A Bigger Splash,2.2
8548,1710,Ender's Game,6.4
8549,1710,American Honey,8.5
8550,1711,300,2.9
8551,1711,Chuck,2.6
8552,1711,Life of Pi,6.4
8553,1711,The Stakelander,2.1
8554,1711,Remember Me,3.6
8555,1712,Wrath of the Titans,3
8556,1712,Chef,2.6
8557,1712,Pacific Rim,5.7
8558,1712,Ghost Rider,4
8559,1712,The Pursuit of Happyness,5.9
8560,1713,Mission: Impossible III,6.1
8561,1713,It Follows,7
8562,1713,Eye in the Sky,6.4
8563,1713,Legend,9.2
8564,1713,Across the Universe,9
8565,1714,Shin Gojira,3.2
8566,1714,Texas Chainsaw 3D,9.6
8567,1714,Moonrise Kingdom,3.9
8568,1714,Nine Lives,2.6
8569,1714,Bastille Day,6.4
8570,1715,"Hail, Caesar!",7.6
8571,1715,22 Jump Street,9.9
8572,1715,The Blind Side,3.2
8573,1715,Battleship,7.6
8574,1715,Thor,3.7
8575,1716,The Princess and the Frog,4.8
8576,1716,The Dressmaker,5.6
8577,1716,He's Just Not That Into You,6.9
8578,1716,The Bourne Ultimatum,3
8579,1716,The Assassination of Jesse James by the Coward Robert Ford,4.4
8580,1717,13 Hours,4.7
8581,1717,The Man Who Knew Infinity,8
8582,1717,Warcraft,9.5
8583,1717,Man Down,4.1
8584,1717,Folk Hero & Funny Guy,5.8
8585,1718,The Intent,3.2
8586,1718,Their Finest,2.5
8587,1718,The Dark Knight,7.9
8588,1718,Popstar: Never Stop Never Stopping,9.9
8589,1718,Max Steel,4.8
8590,1719,John Carter,2.7
8591,1719,The Heartbreak Kid,9.3
8592,1719,Olympus Has Fallen,5.7
8593,1719,The Big Short,3.7
8594,1719,The Siege of Jadotville,9.8
8595,1720,I.T.,8.6
8596,1720,Paul,2.8
8597,1720,Iron Man 2,5
8598,1720,Blended,5.1
8599,1720,Moonlight,8.5
8600,1721,Pacific Rim,2.2
8601,1721,The Host,8.6
8602,1721,Knock Knock,7.7
8603,1721,The Infiltrator,6.1
8604,1721,The 5th Wave,8
8605,1722,American Reunion,2.6
8606,1722,Prometheus,9.8
8607,1722,En man som heter Ove,2.1
8608,1722,High-Rise,9.5
8609,1722,Beowulf,2.8
8610,1723,Toni Erdmann,8.6
8611,1723,The Conjuring,6.7
8612,1723,How to Train Your Dragon 2,3.8
8613,1723,Terminator Genisys,2.5
8614,1723,Pirates of the Caribbean: On Stranger Tides,3.1
8615,1724,Iron Man 2,7.2
8616,1724,Ma vie de Courgette,3.8
8617,1724,Oz the Great and Powerful,7.4
8618,1724,Watchmen,2.8
8619,1724,22 Jump Street,5.7
8620,1725,John Carter,2.4
8621,1725,USS Indianapolis: Men of Courage,6.3
8622,1725,The Lego Movie,4.9
8623,1725,Jane Eyre,2.3
8624,1725,Paterson,7
8625,1726,Brave,2.3
8626,1726,Jennifer's Body,6.9
8627,1726,Revolutionary Road,4.4
8628,1726,Adoration,6.8
8629,1726,The Exception,6.3
8630,1727,The King's Speech,8.2
8631,1727,The Escort,7.5
8632,1727,Tropic Thunder,3
8633,1727,The Belko Experiment,6.9
8634,1727,Daddy's Home,6.7
8635,1728,Talladega Nights: The Ballad of Ricky Bobby,6.7
8636,1728,Transformers: Age of Extinction,7.7
8637,1728,The Dressmaker,5.1
8638,1728,The Adjustment Bureau,7
8639,1728,Warm Bodies,8.3
8640,1729,Tomorrowland,4.6
8641,1729,The Twilight Saga: Breaking Dawn - Part 2,5.4
8642,1729,Dracula Untold,8.9
8643,1729,The 5th Wave,3.7
8644,1729,Eastern Promises,4.9
8645,1730,Secret in Their Eyes,8
8646,1730,Diary of a Wimpy Kid,6.5
8647,1730,Sleight,9.5
8648,1730,The Curious Case of Benjamin Button,3.8
8649,1730,Hellboy II: The Golden Army,3.9
8650,1731,The Love Witch,6
8651,1731,Old Boy,8.4
8652,1731,The Master,4.3
8653,1731,Chappie,7.3
8654,1731,Elysium,5.9
8655,1732,A Million Ways to Die in the West,6.2
8656,1732,Gods of Egypt,2.7
8657,1732,Southpaw,8.2
8658,1732,Kung Fu Panda,4.4
8659,1732,Popstar: Never Stop Never Stopping,2.6
8660,1733,A Hologram for the King,7.2
8661,1733,Mad Max: Fury Road,7.3
8662,1733,Nine Lives,2.5
8663,1733,A Quiet Passion,5.1
8664,1733,This Means War,4.4
8665,1734,A Good Year,8.5
8666,1734,Resident Evil: Retribution,9.7
8667,1734,The Levelling,3.8
8668,1734,Annabelle,9.8
8669,1734,Stardust,4.6
8670,1735,Neighbors 2: Sorority Rising,8.9
8671,1735,The Host,3.8
8672,1735,13 Hours,6.2
8673,1735,Antichrist,4.3
8674,1735,Wakefield,8
8675,1736,Limitless,3.9
8676,1736,The Bourne Ultimatum,6
8677,1736,Ted 2,4.4
8678,1736,Mr. Right,4.8
8679,1736,Rush,6.7
8680,1737,Marie Antoinette,9.8
8681,1737,What to Expect When You're Expecting,9.4
8682,1737,Nerve,4.4
8683,1737,The Guest,6.1
8684,1737,The Ghost Writer,4.8
8685,1738,The Golden Compass,5.9
8686,1738,The Other Guys,4.4
8687,1738,Bonjour Anne,6.6
8688,1738,Queen of Katwe,5.3
8689,1738,Viral,9.7
8690,1739,Hotel Transylvania 2,5.5
8691,1739,The Place Beyond the Pines,8.9
8692,1739,Slumdog Millionaire,8.7
8693,1739,The Heat,9.9
8694,1739,Blood Father,7
8695,1740,Paterson,6
8696,1740,The Lost City of Z,2.9
8697,1740,Robin Hood,2.9
8698,1740,La tortue rouge,2.4
8699,1740,Free State of Jones,4.2
8700,1741,The Other Woman,2.3
8701,1741,One Day,4.5
8702,1741,Masterminds,7.1
8703,1741,White Girl,6.8
8704,1741,Blood Diamond,2.9
8705,1742,Ant-Man,8.2
8706,1742,Lady Macbeth,3.4
8707,1742,Slumdog Millionaire,4.5
8708,1742,The Hateful Eight,6.6
8709,1742,Megan Is Missing,7.6
8710,1743,Free State of Jones,6.6
8711,1743,Dangal,6.1
8712,1743,Lowriders,8
8713,1743,The Age of Adaline,8.7
8714,1743,Me and Earl and the Dying Girl,2.5
8715,1744,Enemy,8.1
8716,1744,Precious,8.3
8717,1744,Contagion,5
8718,1744,Devil's Knot,2.5
8719,1744,Aliens vs Predator - Requiem,5.7
8720,1745,Rise of the Planet of the Apes,2.8
8721,1745,He's Just Not That Into You,4.2
8722,1745,The Daughter,8.9
8723,1745,La vie d'Adèle,7.1
8724,1745,Project X,2.7
8725,1746,The Founder,8.5
8726,1746,Jupiter Ascending,3
8727,1746,Free State of Jones,5
8728,1746,Whiplash,8
8729,1746,Prometheus,5.8
8730,1747,Don Jon,6.4
8731,1747,Saving Mr. Banks,2.4
8732,1747,The Wolverine,2.7
8733,1747,Office Christmas Party,7.9
8734,1747,La tortue rouge,6.5
8735,1748,Now You See Me,4.9
8736,1748,Brooklyn,7.6
8737,1748,Legend,4.4
8738,1748,Unknown,4.9
8739,1748,The Thinning,3.4
8740,1749,Night at the Museum: Secret of the Tomb,2.7
8741,1749,Unfriended,6.6
8742,1749,Indiana Jones and the Kingdom of the Crystal Skull,9.8
8743,1749,Dear Zindagi,7.3
8744,1749,The Hunger Games: Mockingjay - Part 1,3.6
8745,1750,Terminator Genisys,8.5
8746,1750,Battleship,4.4
8747,1750,Kimi no na wa,6.7
8748,1750,A Good Year,8.6
8749,1750,In Time,3
8750,1751,Total Recall,5.4
8751,1751,The DUFF,8.6
8752,1751,Friend Request,6.2
8753,1751,Man on a Ledge,7.6
8754,1751,Jennifer's Body,5.6
8755,1752,28 Weeks Later,8.8
8756,1752,Finding Dory,4.9
8757,1752,The Theory of Everything,8
8758,1752,Dirty Grandpa,3.6
8759,1752,To Rome with Love,7.5
8760,1753,The Lego Movie,2.5
8761,1753,Grimsby,2.3
8762,1753,Mission: Impossible - Rogue Nation,8.6
8763,1753,Personal Shopper,9
8764,1753,3 Idiots,2.3
8765,1754,Friend Request,4
8766,1754,The Road,8.7
8767,1754,Despicable Me,7.8
8768,1754,The Spectacular Now,5.9
8769,1754,She's the Man,4.8
8770,1755,Suite Française,8.9
8771,1755,Spider-Man 3,6.9
8772,1755,San Andreas,9.3
8773,1755,Blue Jasmine,4.3
8774,1755,Pirates of the Caribbean: Dead Man's Chest,3.2
8775,1756,The Dressmaker,5.5
8776,1756,Youth,5
8777,1756,Eastern Promises,8.4
8778,1756,Elysium,9.3
8779,1756,Despicable Me,5
8780,1757,Hush,9.3
8781,1757,Body of Lies,2.3
8782,1757,The Age of Adaline,8.1
8783,1757,Ratatouille,9.8
8784,1757,The Drop,8.1
8785,1758,Split,9
8786,1758,Spotlight,5.5
8787,1758,The Tree of Life,2.6
8788,1758,The Ridiculous 6,8.2
8789,1758,Colossal,9.7
8790,1759,Hotel Transylvania 2,7
8791,1759,Crimson Peak,2.9
8792,1759,Demolition,9
8793,1759,Fury,7.6
8794,1759,Transformers: Revenge of the Fallen,8.1
8795,1760,The Shallows,6.6
8796,1760,The Da Vinci Code,4.5
8797,1760,Rush,6
8798,1760,The DUFF,8.3
8799,1760,Bronson,3.9
8800,1761,Loving,7.7
8801,1761,Busanhaeng,4.6
8802,1761,Insurgent,7.2
8803,1761,A Walk Among the Tombstones,4.4
8804,1761,Wrath of the Titans,6.5
8805,1762,Sherlock Holmes: A Game of Shadows,5.2
8806,1762,Let's Be Cops,7
8807,1762,The Fault in Our Stars,7.6
8808,1762,The Wolverine,6
8809,1762,Central Intelligence,7.1
8810,1763,Self/less,9.2
8811,1763,Bad Moms,3.4
8812,1763,Thor,7.4
8813,1763,Collateral Beauty,5.5
8814,1763,Sicario,9.2
8815,1764,Batman v Superman: Dawn of Justice,2.5
8816,1764,The Place Beyond the Pines,5.4
8817,1764,Jason Bourne,9.4
8818,1764,The Book of Eli,9
8819,1764,Deja Vu,4.2
8820,1765,Trolls,9
8821,1765,Jason Bourne,4.5
8822,1765,Transpecos,4.1
8823,1765,Deja Vu,8.5
8824,1765,Popstar: Never Stop Never Stopping,5
8825,1766,A Walk Among the Tombstones,8.7
8826,1766,Eye in the Sky,4.4
8827,1766,The Sea of Trees,4
8828,1766,Ratatouille,2.3
8829,1766,A United Kingdom,8.5
8830,1767,The Hangover,7.3
8831,1767,The Green Inferno,6.2
8832,1767,Little Miss Sunshine,7.5
8833,1767,Wanted,4.1
8834,1767,American Wrestler: The Wizard,9.4
8835,1768,The Karate Kid,7.7
8836,1768,P.S. I Love You,5
8837,1768,Kimi no na wa,6.1
8838,1768,Deepwater Horizon,3.8
8839,1768,Doctor Strange,2.4
8840,1769,Grindhouse,3.6
8841,1769,A Quiet Passion,4.9
8842,1769,The Place Beyond the Pines,6.8
8843,1769,The Do-Over,4.8
8844,1769,The Secret Scripture,4.5
8845,1770,Live Free or Die Hard,8.6
8846,1770,Monster Trucks,6.5
8847,1770,Lawless,5
8848,1770,What If,3.9
8849,1770,Shame,2.4
8850,1771,Christine,7.1
8851,1771,Lucy,2.6
8852,1771,Burnt,8.3
8853,1771,Batman v Superman: Dawn of Justice,3.7
8854,1771,The Blind Side,8.6
8855,1772,The Avengers,5.1
8856,1772,Sex and the City,8.6
8857,1772,White Girl,7.2
8858,1772,The Book of Eli,5.2
8859,1772,Transcendence,6.3
8860,1773,The House Bunny,4.9
8861,1773,Avengers: Age of Ultron,3.2
8862,1773,Watchmen,5.3
8863,1773,The Wolf of Wall Street,6.5
8864,1773,The Three Musketeers,3.6
8865,1774,The Matchbreaker,7.5
8866,1774,Disturbia,7.3
8867,1774,The Boy Next Door,3.4
8868,1774,Diary of a Wimpy Kid: Rodrick Rules,9.7
8869,1774,Alice Through the Looking Glass,4
8870,1775,The Boy,2.6
8871,1775,The King's Speech,6.8
8872,1775,Legion,4.6
8873,1775,Teenage Mutant Ninja Turtles: Out of the Shadows,9.6
8874,1775,No Country for Old Men,7
8875,1776,Bad Moms,8.6
8876,1776,All We Had,4.1
8877,1776,Jason Bourne,4.4
8878,1776,Grown Ups 2,4.1
8879,1776,Collide,8
8880,1777,In Time,8.9
8881,1777,One Day,2.1
8882,1777,Red Dawn,8.3
8883,1777,La tortue rouge,5.6
8884,1777,Interstellar,3.9
8885,1778,The Lives of Others,7.4
8886,1778,The House Bunny,6.6
8887,1778,Limitless,4.4
8888,1778,The Hangover,4.1
8889,1778,The Break-Up,9.4
8890,1779,I Am the Pretty Thing That Lives in the House,3.4
8891,1779,Suite Française,5.7
8892,1779,The Blackcoat's Daughter,6.2
8893,1779,Contagion,9.3
8894,1779,The Princess and the Frog,7.6
8895,1780,Watchmen,3.8
8896,1780,Frozen,7.9
8897,1780,Inferno,2.4
8898,1780,RoboCop,3.7
8899,1780,Max Steel,9.1
8900,1781,Pompeii,3.3
8901,1781,Jack Reacher,5.8
8902,1781,Mission: Impossible - Rogue Nation,9.5
8903,1781,Annie,8.9
8904,1781,Pirates of the Caribbean: At World's End,7.2
8905,1782,The Big Short,2.6
8906,1782,Man on a Ledge,5.5
8907,1782,I.T.,2.5
8908,1782,Shooter,9.1
8909,1782,Super 8,6.9
8910,1783,Vampire Academy,9.9
8911,1783,Moon,5.7
8912,1783,Unfriended,6.3
8913,1783,Ghost Rider,3.8
8914,1783,300,6.2
8915,1784,Demain tout commence,9.6
8916,1784,Silence,8.9
8917,1784,Safe Haven,2
8918,1784,The Hills Have Eyes,7
8919,1784,Jumper,6.9
8920,1785,About Time,8.2
8921,1785,Trolls,9.4
8922,1785,Dracula Untold,5.4
8923,1785,I Am the Pretty Thing That Lives in the House,7.6
8924,1785,The Da Vinci Code,2.5
8925,1786,Winter's Bone,8.5
8926,1786,The Stanford Prison Experiment,8.2
8927,1786,The Jungle Book,8.7
8928,1786,Magic Mike,3.1
8929,1786,The Age of Adaline,7.7
8930,1787,Captain Fantastic,2.2
8931,1787,The Black Room,6.2
8932,1787,RocknRolla,7.1
8933,1787,The Secret Life of Walter Mitty,4.7
8934,1787,Salt,5.6
8935,1788,Your Highness,6.1
8936,1788,Tinker Tailor Soldier Spy,9.1
8937,1788,Sex and the City 2,3
8938,1788,The Judge,3
8939,1788,The Other Woman,6.8
8940,1789,Incendies,9.8
8941,1789,The Exception,2.8
8942,1789,Gold,3.2
8943,1789,Paris pieds nus,3.5
8944,1789,Trainwreck,6.1
8945,1790,Viral,7.9
8946,1790,Rules Don't Apply,3.5
8947,1790,Legend,3.4
8948,1790,The Karate Kid,5.9
8949,1790,Aliens vs Predator - Requiem,5.8
8950,1791,Oz the Great and Powerful,3.1
8951,1791,The Butler,5.5
8952,1791,Mr. Nobody,5.9
8953,1791,She's the Man,9.9
8954,1791,Me Before You,2.6
8955,1792,Jupiter Ascending,4.7
8956,1792,Robin Hood,8.8
8957,1792,Babel,7.7
8958,1792,The Fast and the Furious: Tokyo Drift,6.9
8959,1792,Thor,8.7
8960,1793,Eagle Eye,8
8961,1793,Christine,7.2
8962,1793,Sausage Party,9.1
8963,1793,Allegiant,5.2
8964,1793,Into the Wild,6.9
8965,1794,The Guest,2.4
8966,1794,Brimstone,6.9
8967,1794,Underworld: Rise of the Lycans,5.5
8968,1794,Pet,4.5
8969,1794,Blood Father,4.4
8970,1795,Transformers,4.5
8971,1795,Sherlock Holmes: A Game of Shadows,8.5
8972,1795,Relatos salvajes,7
8973,1795,The Big Short,5.9
8974,1795,Fast & Furious,7.5
8975,1796,San Andreas,7.9
8976,1796,Zoolander 2,2.5
8977,1796,Whisky Galore,3.4
8978,1796,Terminator Salvation,9.8
8979,1796,Drive,3.9
8980,1797,Unbroken,2
8981,1797,The Conjuring,2.4
8982,1797,Mission: Impossible - Ghost Protocol,9.6
8983,1797,Secret in Their Eyes,7.5
8984,1797,Ice Age: Collision Course,8.5
8985,1798,Everest,2.4
8986,1798,The Road,3.7
